BlastID	VF_ID	VF_code	VFC_code	VF_category	Species
>VFG052428(gb|WP_002656762.1)	p66	VF1384	VFC0001	Adherence	Borrelia burgdorferi B31
>VFG052429(gb|WP_002656205.1)	bmpD	VF1385	VFC0272	Nutritional/Metabolic factor	Borrelia burgdorferi B31
>VFG052430(gb|WP_010890594.1)	BB_B22	VF1386	VFC0272	Nutritional/Metabolic factor	Borrelia burgdorferi B31
>VFG052431(gb|WP_010890593.1)	BB_B23	VF1386	VFC0272	Nutritional/Metabolic factor	Borrelia burgdorferi B31
>VFG052432(gb|WP_010883925.1)	erpX	VF1388	VFC0001	Adherence	Borrelia burgdorferi B31
>VFG052433(gb|WP_010883723.1)	erpA	VF1389	VFC0258	Immune modulation	Borrelia burgdorferi B31
>VFG052434(gb|WP_010883886.1)	erpP	VF1389	VFC0258	Immune modulation	Borrelia burgdorferi B31
>VFG052435(gb|WP_010890397.1)	cspA	VF1390	VFC0258	Immune modulation	Borrelia burgdorferi B31
>VFG052436(gb|WP_010890313.1)	cspZ	VF1391	VFC0258	Immune modulation	Borrelia burgdorferi B31
>VFG052437(gb|WP_010883762.1)	erpG	VF1393	VFC0001	Adherence	Borrelia burgdorferi B31
>VFG052438(gb|WP_002661849.1)	rfuB	VF1394	VFC0272	Nutritional/Metabolic factor	Borrelia burgdorferi B31
>VFG052439(gb|AAC34910.1)	erpC	VF1389	VFC0258	Immune modulation	Borrelia burgdorferi B31
>VFG002208(gb|WP_004681227)	virB1	VF0365	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG002209(gb|WP_002967165)	virB2	VF0365	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG002210(gb|WP_002966512)	virB3	VF0365	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG002211(gb|WP_004681223)	virB4	VF0365	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG002212(gb|WP_002966514)	virB5	VF0365	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG002213(gb|WP_004686828)	virB6	VF0365	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG002214(gb|WP_002966516)	virB7	VF0365	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG002215(gb|WP_002966517)	virB8	VF0365	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG002216(gb|WP_041594649)	virB9	VF0365	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG002217(gb|WP_041594650)	virB10	VF0365	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG002218(gb|WP_005972055)	virB11	VF0365	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG002219(gb|WP_011005413)	cgs	VF0366	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG002220(gb|WP_004686741)	pgm	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG002221(gb|WP_002963690)	manAoAg	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG002222(gb|WP_004683228)	manCoAg	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG002223(gb|WP_004686778)	pmm	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG002224(gb|WP_002963682)	wbkA	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG002225(gb|WP_002963680)	gmd	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG002226(gb|WP_002963679)	per	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG002227(gb|WP_004683211)	wzm	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG002228(gb|WP_002963677)	wzt	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG002229(gb|WP_002963676)	wbkB	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG002230(gb|WP_002963675)	wbkC	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011389(gb|WP_004684016)	lpxC	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011394(gb|WP_002964281)	lpxD	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011399(gb|WP_004683864)	fabZ	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011404(gb|WP_002964279)	lpxA	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011409(gb|WP_002964277)	lpxB	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011414(gb|WP_002964262)	kdsA	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011419(gb|WP_004683664)	htrB	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011424(gb|WP_002971781)	kdsB	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011429(gb|WP_002963985)	acpXL	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011430(gb|WP_002963616)	acpXL	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011439(gb|WP_004685554)	lpxE	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011444(gb|WP_002966810)	wboA	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011453(gb|WP_002969456)	wbpZ	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011505(gb|WP_004683330)	lpsA	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011510(gb|WP_002964609)	lpsB/lpcC	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011515(gb|WP_004683743)	wbdA	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011519(gb|WP_002963669)	wbpL	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011524(gb|WP_002966241)	manBcore	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011528(gb|WP_004681680)	manCcore	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011533(gb|WP_002966366)	lpxK	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011535(gb|WP_004681469)	waaA/kdtA	VF0367	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG011626(gb|WP_002965156)	bvrR	VF0368	VFC0301	Regulation	Brucella melitensis bv. 1 str. 16M
>VFG011631(gb|WP_004684547)	bvrS	VF0368	VFC0301	Regulation	Brucella melitensis bv. 1 str. 16M
>VFG041369(gb|WP_004681215)	virB12	VF0365	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG041431(gb|WP_002964730)	vceA	VF0695	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG041432(gb|WP_004683775)	vceC	VF0695	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG045340(gb|WP_002964382)	ricA	VF0695	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG045465(gb|WP_004684737)	btpA	VF0412	VFC0258	Immune modulation	Brucella melitensis bv. 1 str. 16M
>VFG045466(gb|WP_002963876)	btpB	VF0522	VFC0258	Immune modulation	Brucella suis 1330
>VFG051113(gb|WP_080515433.1)	bigA	VF1344	VFC0001	Adherence	Brucella canis ATCC 23365
>VFG051120(gb|WP_004684498.1)	bigB	VF1345	VFC0001	Adherence	Brucella melitensis bv. 1 str. 16M
>VFG051123(gb|WP_032449063.1)	bmaA	VF1339	VFC0001	Adherence	Brucella suis 1330
>VFG051125(gb|WP_004684499.1)	bmaB/omaA	VF1340	VFC0001	Adherence	Brucella melitensis bv. 1 str. 16M
>VFG051131(gb|WP_006191504.1)	bmaC	VF1341	VFC0001	Adherence	Brucella suis 1330
>VFG051134(gb|WP_002969669.1)	btaE	VF1342	VFC0001	Adherence	Brucella melitensis biovar Abortus 2308
>VFG051142(gb|WP_006278782.1)	btaF	VF1343	VFC0001	Adherence	Brucella suis 1330
>VFG051149(gb|WP_002966733.1)	bspA	VF0695	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG051158(gb|WP_004683443.1)	bspB	VF0695	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG051167(gb|WP_002963960.1)	bspC	VF0695	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG051176(gb|WP_002964749.1)	bspE	VF0695	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG051185(gb|WP_004684470.1)	bspF	VF0695	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG051202(gb|WP_004684061.1)	bspL	VF0695	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG051235(gb|WP_002965067.1)	BPE005	VF0695	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG051244(gb|WP_004683766.1)	BPE043	VF0695	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG051253(gb|WP_004681330.1)	BPE123	VF0695	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG051262(gb|WP_002964379.1)	BPE275	VF0695	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG051271(gb|WP_004684041.1)	sepA	VF0695	VFC0086	Effector delivery system	Brucella melitensis bv. 1 str. 16M
>VFG002424(gb|WP_011205626)	bimA	VF0427	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002425(gb|WP_004526211)	pilA	VF0431	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG002426(gb|WP_004194352)	pilB	VF0431	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG002427(gb|WP_004549962)	pilC	VF0431	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG002428(gb|WP_004194127)	pilD	VF0431	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG002429(gb|WP_004548643)	pilV	VF0431	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG002430(gb|WP_004530613)	pilS	VF0431	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG002431(gb|WP_004187516)	pilR	VF0431	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG002432(gb|WP_004537540)	pilQ	VF0431	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG002433(gb|WP_004187526)	pilO	VF0431	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG002434(gb|WP_011205650)	pilN	VF0431	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG002435(gb|WP_004556283)	pilT	VF0431	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG002436(gb|WP_080341181)	boaA	VF0434	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG002437(gb|WP_011325557)	boaB	VF0435	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG002438(gb|WP_011205635)	bprC	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002439(gb|WP_004203128)	bprD	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002440(gb|WP_011204593)	bprB	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002441(gb|WP_004187648)	bicP	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002442(gb|WP_004528810)	bopA	VF0710	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002443(gb|WP_004528812)	bopE	VF0710	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002444(gb|WP_004188424)	bapC	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002445(gb|WP_004525324)	bapB	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002446(gb|WP_011205636)	bapA	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002447(gb|WP_004188590)	bipD	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002448(gb|WP_004187356)	bprA	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002449(gb|WP_004203135)	bipC	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002450(gb|WP_004533397)	bipB	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002451(gb|WP_004188618)	bicA	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002452(gb|WP_004525318)	bsaZ	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002453(gb|WP_011205637)	bsaY	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002454(gb|WP_004187417)	bsaX	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002455(gb|WP_004188067)	spaP	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002456(gb|WP_004530590)	bsaV	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002457(gb|WP_011205638)	bsaU	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002458(gb|WP_004525314)	bsaT	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002459(gb|WP_004525313)	bsaS	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002460(gb|WP_004187509)	bsaR	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002461(gb|WP_004188490)	bsaQ	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002462(gb|WP_004555023)	bsaP	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002463(gb|WP_011205639)	bsaO	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002464(gb|WP_011205640)	bsaN	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002465(gb|WP_009940818)	bsaM	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002466(gb|WP_004528826)	bsaL	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002467(gb|WP_004525308)	bsaK	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002468(gb|WP_004530593)	bsaJ	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002469(gb|WP_004533227)	orgA	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002470(gb|WP_004533272)	orgB	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002471(gb|WP_004533443)	bprP	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002472(gb|WP_004198142)	bprQ	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002473(gb|WP_004533180)	bopC	VF0428	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002474(gb|WP_004530571)	tssB-5	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002475(gb|WP_004200974)	tssC-5	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002476(gb|WP_004525344)	tssD-5	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002477(gb|WP_004530572)	tssE-5	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002478(gb|WP_004551874)	tssF-5	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002479(gb|WP_004533373)	tssG-5	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002480(gb|WP_011205629)	tssH-5/clpV	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002481(gb|WP_009940775)	vgrG-5	VF1192	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002482(gb|WP_011205630)	tagAB-5	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002483(gb|WP_004556233)	tagB-5	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002484(gb|WP_004551877)	tagC-5	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002485(gb|WP_004200966)	tagD-5	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002486(gb|WP_004533362)	tssJ-5	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002487(gb|WP_004536933)	tssK-5	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002488(gb|WP_004551879)	tssL-5	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002489(gb|WP_181937968)	tssM-5	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG002490(gb|WP_004196785)	fliL	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002491(gb|WP_004524547)	fliM	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002492(gb|WP_004184995)	fliN	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002493(gb|WP_045606430)	fliO	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002494(gb|WP_011204732)	fliP	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002495(gb|WP_004199882)	fliQ	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002496(gb|WP_004525780)	fliR	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002497(gb|WP_011204776)	fliK	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002498(gb|WP_004197162)	fliJ	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002499(gb|WP_004197164)	fliI	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002500(gb|WP_004556525)	fliH	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002501(gb|WP_004197167)	fliG	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002502(gb|WP_004523066)	fliF	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002503(gb|WP_004534368)	fliE	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002504(gb|WP_004203429)	fliS	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002505(gb|WP_162486660)	flgN	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002506(gb|WP_004200257)	flgM	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002507(gb|WP_004534277)	flgA	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002508(gb|WP_004525899)	flgB	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002509(gb|WP_004197251)	flgC	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002510(gb|WP_011204781)	flgD	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002511(gb|WP_004197255)	flgE	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002512(gb|WP_004185014)	flgF	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002513(gb|WP_004197257)	flgG	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002514(gb|WP_004523041)	flgH	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002515(gb|WP_004550967)	flgI	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002516(gb|WP_004197262)	flgJ	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002517(gb|WP_004203463)	flgK	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002518(gb|WP_004200262)	flgL	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002519(gb|WP_004198636)	fliA	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002520(gb|WP_004198637)	flhG	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002521(gb|WP_004525693)	flhF	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002522(gb|WP_004198639)	flhA	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002523(gb|WP_004198640)	flhB	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002524(gb|WP_004524402)	cheZ	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002525(gb|WP_004185006)	cheY	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002526(gb|WP_004198645)	cheB	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002527(gb|WP_004524404)	cheD	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002528(gb|WP_004525698)	cheR	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002529(gb|WP_011205290)	tsr	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002530(gb|WP_004199265)	cheW	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002531(gb|WP_011205291)	cheA	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002532(gb|WP_004198195)	cheY1	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002533(gb|WP_009938926)	motB	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002534(gb|WP_004198197)	motA	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002535(gb|WP_004198207)	fliC	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002536(gb|WP_004530401)	fliD	VF0430	VFC0204	Motility	Burkholderia pseudomallei K96243
>VFG002537(gb|WP_004523992)	pmlI/bspI1	VF0433	VFC0271	Biofilm	Burkholderia pseudomallei K96243
>VFG002538(gb|WP_004184923)	pmlR/bspR1	VF0433	VFC0271	Biofilm	Burkholderia pseudomallei K96243
>VFG002539(gb|WP_004528416)	bspI2	VF0433	VFC0271	Biofilm	Burkholderia pseudomallei K96243
>VFG002540(gb|WP_004558040)	bspR2	VF0433	VFC0271	Biofilm	Burkholderia pseudomallei K96243
>VFG002541(gb|WP_004528852)	bspI3	VF0433	VFC0271	Biofilm	Burkholderia pseudomallei K96243
>VFG002542(gb|WP_004188690)	bspR3	VF0433	VFC0271	Biofilm	Burkholderia pseudomallei K96243
>VFG002543(gb|WP_011205386)	bspR4	VF0433	VFC0271	Biofilm	Burkholderia pseudomallei K96243
>VFG002544(gb|WP_004532123)	bspR5	VF0433	VFC0271	Biofilm	Burkholderia pseudomallei K96243
>VFG002545(gb|WP_004194345)	BPSL2786	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002546(gb|WP_004194209)	wcbT	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002547(gb|WP_004527661)	wcbS	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002548(gb|WP_004550042)	wcbR	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002549(gb|WP_004527663)	wcbQ	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002550(gb|WP_009938563)	wcbP	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002551(gb|WP_004522170)	wcbO	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002552(gb|WP_004194255)	wcbN	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002553(gb|WP_004194086)	wcbM	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002554(gb|WP_011205222)	gmhA	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002555(gb|WP_004194045)	wcbL	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002556(gb|WP_004194087)	wcbK	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002557(gb|WP_004194206)	wcbJ	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002558(gb|WP_004550035)	wcbI	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002559(gb|WP_004194348)	wcbH	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002560(gb|WP_004546402)	wcbG	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002561(gb|WP_004550031)	wcbF	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002562(gb|WP_004522161)	wcbE	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002563(gb|WP_004194035)	wzt2	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002564(gb|WP_004194135)	wzm	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002565(gb|WP_004196469)	wcbD	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002566(gb|WP_004194378)	wcbC	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002567(gb|WP_009938575)	wcbB	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002568(gb|WP_011205226)	wcbA	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG002569(gb|WP_004522157)	manC	VF0436	VFC0258	Immune modulation	Burkholderia pseudomallei K96243
>VFG041118(gb|WP_045606108)	tssA-5	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG041119(gb|WP_004528788)	BPS_RS26875	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG041120(gb|WP_011205628)	BPS_RS26880	VF0429	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG041780(gb|WP_009934508)	chbp	VF0710	VFC0086	Effector delivery system	Burkholderia pseudomallei K96243
>VFG042964(gb|WP_004188293)	pilM	VF0431	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG042965(gb|WP_004188396)	pilP	VF0431	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG042966(gb|WP_004536546)	pilL	VF0431	VFC0001	Adherence	Burkholderia pseudomallei K96243
>VFG045467(gb|WP_011204972)	cdpA	VF0432	VFC0301	Regulation	Burkholderia pseudomallei K96243
>VFG001890(gb|YP_002343513)	flgD	VF0114	VFC0204	Motility	Campylobacter jejuni subsp. jejuni NCTC 11168
>VFG001891(gb|YP_002343514)	flgE	VF0114	VFC0204	Motility	Campylobacter jejuni subsp. jejuni NCTC 11168
>VFG001892(gb|YP_002343523)	fliY	VF0114	VFC0204	Motility	Campylobacter jejuni subsp. jejuni NCTC 11168
>VFG001893(gb|YP_002343524)	fliM	VF0114	VFC0204	Motility	Campylobacter jejuni subsp. jejuni NCTC 11168
>VFG001894(gb|YP_002343525)	fliA	VF0114	VFC0204	Motility	Campylobacter jejuni subsp. jejuni NCTC 11168
>VFG001895(gb|YP_002343528)	flhF	VF0114	VFC0204	Motility	Campylobacter jejuni subsp. jejuni NCTC 11168
